,Date,Address,Block,Street,Latitude,Longitude,WnvPresent,DewPoint,WetBulb,PrecipTotal,SeaLevel,Tmax,StnPressure
3455,2007-08-08,"East 91st Street, Chicago, IL, USA",81, E 91ST ST,41.729669,-87.582699,0,72,74,0.09,29.81,87,29.18
3458,2007-08-08,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,71,73,0.06,29.83,87,29.13
3459,2007-08-08,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,0,72,74,0.09,29.81,87,29.18
3460,2007-08-08,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,1,71,73,0.06,29.83,87,29.13
3461,2007-08-08,"2400 East 105th Street, Chicago, IL 60617, USA",24, E 105TH ST,41.704572,-87.565666,1,72,74,0.09,29.81,87,29.18
3478,2007-08-08,"South Avenue L, Chicago, IL 60617, USA",11, S AVENUE L,41.702724,-87.536497,0,71,73,0.06,29.83,87,29.13
3479,2007-08-08,"South Avenue L, Chicago, IL 60617, USA",11, S AVENUE L,41.702724,-87.536497,0,72,74,0.09,29.81,87,29.18
3490,2007-08-08,"South Avenue L, Chicago, IL 60617, USA",11, S AVENUE L,41.702724,-87.536497,1,71,73,0.06,29.83,87,29.13
3491,2007-08-08,"South Avenue L, Chicago, IL 60617, USA",11, S AVENUE L,41.702724,-87.536497,1,72,74,0.09,29.81,87,29.18
3492,2007-08-09,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,71,73,0.05,29.84,84,29.13
3493,2007-08-09,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,0,71,73,0.46,29.82,85,29.19
3498,2007-08-09,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,71,73,0.05,29.84,84,29.13
3499,2007-08-09,"South Stony Island Avenue, Chicago, IL, USA",10, S STONY ISLAND AVE,41.726465,-87.585413,0,71,73,0.46,29.82,85,29.19
3500,2007-08-09,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,71,73,0.05,29.84,84,29.13
3501,2007-08-09,"South Torrence Avenue, Chicago, IL, USA",13, S TORRENCE AVE,41.678618,-87.559308,0,71,73,0.46,29.82,85,29.19
3518,2007-08-09,"South Mackinaw Avenue, Chicago, IL 60617, USA",13, S MACKINAW,41.737052,-87.543067,0,71,73,0.05,29.84,84,29.13
3519,2007-08-09,"South Mackinaw Avenue, Chicago, IL 60617, USA",13, S MACKINAW,41.737052,-87.543067,0,71,73,0.46,29.82,85,29.19
3522,2007-08-09,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,71,73,0.05,29.84,84,29.13
3523,2007-08-09,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,0,71,73,0.46,29.82,85,29.19
3526,2007-08-09,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,1,71,73,0.05,29.84,84,29.13
3527,2007-08-09,"South Brandon Avenue, Chicago, IL 60617, USA",13, S BRANDON,41.740641,-87.546587,1,71,73,0.46,29.82,85,29.19
3528,2007-08-09,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,71,73,0.05,29.84,84,29.13
3529,2007-08-09,"3700 118th Street, Chicago, IL 60617, USA",37, E 118TH ST,41.680946,-87.535198,0,71,73,0.46,29.82,85,29.19
3536,2007-08-09,"3800 East 115th Street, Chicago, IL 60617, USA",38, E 115TH ST,41.686398,-87.531635,0,71,73,0.05,29.84,84,29.13
3537,2007-08-09,"3800 East 115th Street, Chicago, IL 60617, USA",38, E 115TH ST,41.686398,-87.531635,0,71,73,0.46,29.82,85,29.19
3544,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,1,67,70,0.23,29.89,80,29.17
3545,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,1,69,71,0.83,29.87,81,29.23
3546,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,67,70,0.23,29.89,80,29.17
3547,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,0,69,71,0.83,29.87,81,29.23
3552,2007-08-15,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,41.994991,-87.769279,0,67,70,0.23,29.89,80,29.17
3553,2007-08-15,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,41.994991,-87.769279,0,69,71,0.83,29.87,81,29.23
3554,2007-08-15,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,0,67,70,0.23,29.89,80,29.17
3555,2007-08-15,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,0,69,71,0.83,29.87,81,29.23
3558,2007-08-15,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,1,67,70,0.23,29.89,80,29.17
3559,2007-08-15,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,1,69,71,0.83,29.87,81,29.23
3560,2007-08-15,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,0,67,70,0.23,29.89,80,29.17
3561,2007-08-15,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,0,69,71,0.83,29.87,81,29.23
3562,2007-08-15,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,1,67,70,0.23,29.89,80,29.17
3563,2007-08-15,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,1,69,71,0.83,29.87,81,29.23
3570,2007-08-15,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,67,70,0.23,29.89,80,29.17
3571,2007-08-15,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,0,69,71,0.83,29.87,81,29.23
3574,2007-08-15,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,67,70,0.23,29.89,80,29.17
3575,2007-08-15,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,0,69,71,0.83,29.87,81,29.23
3576,2007-08-15,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,1,67,70,0.23,29.89,80,29.17
3577,2007-08-15,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,1,69,71,0.83,29.87,81,29.23
3580,2007-08-15,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,67,70,0.23,29.89,80,29.17
3581,2007-08-15,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,0,69,71,0.83,29.87,81,29.23
3582,2007-08-15,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,1,67,70,0.23,29.89,80,29.17
3583,2007-08-15,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,1,69,71,0.83,29.87,81,29.23
3586,2007-08-15,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,41.919343,-87.694259,0,67,70,0.23,29.89,80,29.17
3587,2007-08-15,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,41.919343,-87.694259,0,69,71,0.83,29.87,81,29.23
3590,2007-08-15,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,67,70,0.23,29.89,80,29.17
3591,2007-08-15,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,0,69,71,0.83,29.87,81,29.23
3594,2007-08-15,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,0,67,70,0.23,29.89,80,29.17
3595,2007-08-15,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,0,69,71,0.83,29.87,81,29.23
3604,2007-08-15,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,1,67,70,0.23,29.89,80,29.17
3605,2007-08-15,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,1,69,71,0.83,29.87,81,29.23
3618,2007-08-15,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,41.862292,-87.64886,0,67,70,0.23,29.89,80,29.17
3619,2007-08-15,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,41.862292,-87.64886,0,69,71,0.83,29.87,81,29.23
3622,2007-08-15,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,67,70,0.23,29.89,80,29.17
3623,2007-08-15,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,0,69,71,0.83,29.87,81,29.23
3626,2007-08-15,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,41.731922,-87.677512,0,67,70,0.23,29.89,80,29.17
3627,2007-08-15,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,41.731922,-87.677512,0,69,71,0.83,29.87,81,29.23
3632,2007-08-15,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,41.891126,-87.61156,0,67,70,0.23,29.89,80,29.17
3633,2007-08-15,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,41.891126,-87.61156,0,69,71,0.83,29.87,81,29.23
3636,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,1,67,70,0.23,29.89,80,29.17
3637,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,1,69,71,0.83,29.87,81,29.23
3640,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,0,67,70,0.23,29.89,80,29.17
3641,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,0,69,71,0.83,29.87,81,29.23
3644,2007-08-15,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,67,70,0.23,29.89,80,29.17
3645,2007-08-15,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,0,69,71,0.83,29.87,81,29.23
3648,2007-08-15,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,0,67,70,0.23,29.89,80,29.17
3649,2007-08-15,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,0,69,71,0.83,29.87,81,29.23
3654,2007-08-15,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,67,70,0.23,29.89,80,29.17
3655,2007-08-15,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,0,69,71,0.83,29.87,81,29.23
3662,2007-08-15,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,1,67,70,0.23,29.89,80,29.17
3663,2007-08-15,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,1,69,71,0.83,29.87,81,29.23
3666,2007-08-15,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,1,67,70,0.23,29.89,80,29.17
3667,2007-08-15,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,1,69,71,0.83,29.87,81,29.23
3670,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,1,67,70,0.23,29.89,80,29.17
3671,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,1,69,71,0.83,29.87,81,29.23
3672,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,67,70,0.23,29.89,80,29.17
3673,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,0,69,71,0.83,29.87,81,29.23
3680,2007-08-15,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,41.94983,-87.698457,0,67,70,0.23,29.89,80,29.17
3681,2007-08-15,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,41.94983,-87.698457,0,69,71,0.83,29.87,81,29.23
3684,2007-08-15,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,0,67,70,0.23,29.89,80,29.17
3685,2007-08-15,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,0,69,71,0.83,29.87,81,29.23
3688,2007-08-15,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,67,70,0.23,29.89,80,29.17
3689,2007-08-15,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,0,69,71,0.83,29.87,81,29.23
3692,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,67,70,0.23,29.89,80,29.17
3693,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,0,69,71,0.83,29.87,81,29.23
3696,2007-08-15,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,67,70,0.23,29.89,80,29.17
3697,2007-08-15,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,0,69,71,0.83,29.87,81,29.23
3700,2007-08-15,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,1,67,70,0.23,29.89,80,29.17
3701,2007-08-15,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,1,69,71,0.83,29.87,81,29.23
3702,2007-08-15,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,67,70,0.23,29.89,80,29.17
3703,2007-08-15,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,0,69,71,0.83,29.87,81,29.23
3706,2007-08-15,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,67,70,0.23,29.89,80,29.17
3707,2007-08-15,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,0,69,71,0.83,29.87,81,29.23
3712,2007-08-15,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,0,67,70,0.23,29.89,80,29.17
3713,2007-08-15,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,0,69,71,0.83,29.87,81,29.23
3716,2007-08-15,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,67,70,0.23,29.89,80,29.17
3717,2007-08-15,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,0,69,71,0.83,29.87,81,29.23
3728,2007-08-15,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,0,67,70,0.23,29.89,80,29.17
3729,2007-08-15,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,0,69,71,0.83,29.87,81,29.23
3732,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,0,67,70,0.23,29.89,80,29.17
3733,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,0,69,71,0.83,29.87,81,29.23
3734,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,1,67,70,0.23,29.89,80,29.17
3735,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,1,69,71,0.83,29.87,81,29.23
3736,2007-08-15,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,67,70,0.23,29.89,80,29.17
3737,2007-08-15,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,0,69,71,0.83,29.87,81,29.23
3738,2007-08-15,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,1,67,70,0.23,29.89,80,29.17
3739,2007-08-15,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,1,69,71,0.83,29.87,81,29.23
3740,2007-08-15,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,67,70,0.23,29.89,80,29.17
3741,2007-08-15,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,0,69,71,0.83,29.87,81,29.23
3744,2007-08-15,"1500 West Granville Avenue, Chicago, IL 60660, USA",15, W GRANVILLE AVE,41.994469,-87.667736,0,67,70,0.23,29.89,80,29.17
3745,2007-08-15,"1500 West Granville Avenue, Chicago, IL 60660, USA",15, W GRANVILLE AVE,41.994469,-87.667736,0,69,71,0.83,29.87,81,29.23
3748,2007-08-15,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,0,67,70,0.23,29.89,80,29.17
3749,2007-08-15,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,0,69,71,0.83,29.87,81,29.23
3750,2007-08-15,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,67,70,0.23,29.89,80,29.17
3751,2007-08-15,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,0,69,71,0.83,29.87,81,29.23
3758,2007-08-15,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,67,70,0.23,29.89,80,29.17
3759,2007-08-15,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,0,69,71,0.83,29.87,81,29.23
3762,2007-08-15,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,0,67,70,0.23,29.89,80,29.17
3763,2007-08-15,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,0,69,71,0.83,29.87,81,29.23
3766,2007-08-15,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,1,67,70,0.23,29.89,80,29.17
3767,2007-08-15,"2100 North Lawler Avenue, Chicago, IL 60639, USA",21, N LAWLER AVE,41.918705,-87.752329,1,69,71,0.83,29.87,81,29.23
3768,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,67,70,0.23,29.89,80,29.17
3769,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,0,69,71,0.83,29.87,81,29.23
3770,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,1,67,70,0.23,29.89,80,29.17
3771,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,1,69,71,0.83,29.87,81,29.23
3778,2007-08-15,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,0,67,70,0.23,29.89,80,29.17
3779,2007-08-15,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,0,69,71,0.83,29.87,81,29.23
3782,2007-08-15,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,67,70,0.23,29.89,80,29.17
3783,2007-08-15,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,0,69,71,0.83,29.87,81,29.23
3786,2007-08-15,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,67,70,0.23,29.89,80,29.17
3787,2007-08-15,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,0,69,71,0.83,29.87,81,29.23
3790,2007-08-15,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,41.953705,-87.733974,0,67,70,0.23,29.89,80,29.17
3791,2007-08-15,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,41.953705,-87.733974,0,69,71,0.83,29.87,81,29.23
3794,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,1,67,70,0.23,29.89,80,29.17
3795,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,1,69,71,0.83,29.87,81,29.23
3796,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,67,70,0.23,29.89,80,29.17
3797,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,0,69,71,0.83,29.87,81,29.23
3802,2007-08-15,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,41.990284,-87.797127,1,67,70,0.23,29.89,80,29.17
3803,2007-08-15,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,41.990284,-87.797127,1,69,71,0.83,29.87,81,29.23
3806,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,67,70,0.23,29.89,80,29.17
3807,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,0,69,71,0.83,29.87,81,29.23
3808,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,1,67,70,0.23,29.89,80,29.17
3809,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,1,69,71,0.83,29.87,81,29.23
3810,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,67,70,0.23,29.89,80,29.17
3811,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,0,69,71,0.83,29.87,81,29.23
3812,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,1,67,70,0.23,29.89,80,29.17
3813,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",61, N LEMONT AVE,41.991429,-87.747113,1,69,71,0.83,29.87,81,29.23
3814,2007-08-15,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,41.843811,-87.686763,0,67,70,0.23,29.89,80,29.17
3815,2007-08-15,"2700 South Western Avenue, Chicago, IL 60608, USA",27, S WESTERN AVE,41.843811,-87.686763,0,69,71,0.83,29.87,81,29.23
3820,2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,41.921177,-87.79518,0,67,70,0.23,29.89,80,29.17
3821,2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,41.921177,-87.79518,0,69,71,0.83,29.87,81,29.23
3824,2007-08-15,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,67,70,0.23,29.89,80,29.17
3825,2007-08-15,"3000 West 18th Street, Chicago, IL 60608, USA",30, W 18TH ST,41.857402,-87.694991,0,69,71,0.83,29.87,81,29.23
3828,2007-08-15,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,67,70,0.23,29.89,80,29.17
3829,2007-08-15,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,0,69,71,0.83,29.87,81,29.23
3832,2007-08-15,"2500 South Throop Street, Chicago, IL 60608, USA",25, S THROOP,41.846283,-87.656913,0,67,70,0.23,29.89,80,29.17
3833,2007-08-15,"2500 South Throop Street, Chicago, IL 60608, USA",25, S THROOP,41.846283,-87.656913,0,69,71,0.83,29.87,81,29.23
3836,2007-08-15,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,41.721474,-87.648064,0,67,70,0.23,29.89,80,29.17
3837,2007-08-15,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,41.721474,-87.648064,0,69,71,0.83,29.87,81,29.23
3840,2007-08-15,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,41.869107,-87.696293,0,67,70,0.23,29.89,80,29.17
